movie,genres,main_genre,subgenres,budget,release_month,release_year,production_budget,domestic_gross,foreign_gross,worldwide_gross,total_profit,total_profit_margin,director,birth_year,death_year
Silent House,"Drama,Horror,Mystery",Drama,"['Horror', 'Mystery']",low,3,2012,2000000,12739737,3871023,16610760,14610760,87.96,Laura Lau,1963.0,
Diary of a Wimpy Kid,"Comedy,Drama,Family",Comedy,"['Drama', 'Family']",mid,3,2010,15000000,64003625,12950686,76954311,61954311,80.51,Thor Freudenthal,1972.0,
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",high,8,2013,90000000,68559554,132300000,200859554,110859554,55.19,Thor Freudenthal,1972.0,
Jumping the Broom,"Comedy,Drama",Comedy,['Drama'],mid,5,2011,7000000,37295394,863207,38158601,31158601,81.66,Salim Akil,1964.0,
Sparkle,"Drama,Music",Drama,['Music'],mid,8,2012,10000000,24397469,262854,24660323,14660323,59.45,Salim Akil,1964.0,
Swelter,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,8,2014,8000000,0,44197,44197,-7955803,-18000.78,Keith Parmer,,
Taken 2,"Action,Thriller",Action,['Thriller'],mid,10,2012,45000000,139854287,237953117,377807404,332807404,88.09,Olivier Megaton,1965.0,
Colombiana,"Action,Drama,Thriller",Action,"['Drama', 'Thriller']",mid,8,2011,40000000,36665854,35629408,72295262,32295262,44.67,Olivier Megaton,1965.0,
Taken 3,"Action,Thriller",Action,['Thriller'],mid,1,2015,48000000,89256424,238400000,327656424,279656424,85.35,Olivier Megaton,1965.0,
A Very Harold & Kumar 3D Christmas,"Adventure,Comedy",Adventure,['Comedy'],mid,11,2011,20000000,35061031,1204714,36265745,16265745,44.85,Todd Strauss-Schulson,1980.0,
The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",high,12,2010,155000000,104386950,313800000,418186950,263186950,62.94,Michael Apted,1941.0,
Chasing Mavericks,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",mid,10,2012,20000000,6002756,2298065,8300821,-11699179,-140.94,Michael Apted,1941.0,
All Good Things,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,12,2010,20000000,582024,291593,873617,-19126383,-2189.33,Andrew Jarecki,,
Fantastic Four,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,8,2015,120000000,56117548,111731639,167849187,47849187,28.51,Josh Trank,1984.0,
Chronicle,"Drama,Sci-Fi,Thriller",Drama,"['Sci-Fi', 'Thriller']",mid,2,2012,12000000,64575175,59106615,123681790,111681790,90.3,Josh Trank,1984.0,
Skin Trade,Documentary,Documentary,[],mid,5,2015,9000000,1242,0,1242,-8998758,-724537.68,Shannon Keith,1973.0,
American Reunion,Comedy,Comedy,[],high,4,2012,50000000,56758835,180040376,236799211,186799211,78.89,Hayden Schlossberg,1978.0,
Fun Size,"Adventure,Comedy",Adventure,['Comedy'],mid,10,2012,14000000,9409538,1757077,11166615,-2833385,-25.37,Josh Schwartz,1976.0,
Chappie,"Action,Crime,Drama",Action,"['Crime', 'Drama']",mid,3,2015,49000000,31569268,73432788,105002056,56002056,53.33,Neill Blomkamp,1979.0,
Tim and Eric's Billion Dollar Movie,Comedy,Comedy,[],low,3,2012,3000000,201436,22216,223652,-2776348,-1241.37,Eric Wareheim,1976.0,
The Words,"Drama,Mystery,Romance",Drama,"['Mystery', 'Romance']",mid,9,2012,6000000,11494838,4874870,16369708,10369708,63.35,Lee Sternthal,,
Only God Forgives,"Crime,Drama",Crime,['Drama'],low,7,2013,4800000,775849,3718711,4494560,-305440,-6.8,Nicolas Winding Refn,1970.0,
The Neon Demon,"Horror,Thriller",Horror,['Thriller'],mid,6,2016,7500000,1333124,2226679,3559803,-3940197,-110.69,Nicolas Winding Refn,1970.0,
Made in Dagenham,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,11,2010,8000000,1095369,14548827,15644196,7644196,48.86,Nigel Cole,1959.0,
A Dangerous Method,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",mid,11,2011,20000000,5702083,9105448,14807531,-5192469,-35.07,David Cronenberg,1943.0,
Transcendence,Drama,Drama,[],high,4,2014,100000000,23022309,80016949,103039258,3039258,2.95,Nicholas P. Richards,,
The Young Messiah,"Drama,Fantasy",Drama,['Fantasy'],mid,3,2016,16800000,6469813,843884,7313697,-9486303,-129.71,Cyrus Nowrasteh,1956.0,
Penguins of Madagascar,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2014,132000000,83350911,283591620,366942531,234942531,64.03,Eric Darnell,,
Lee Daniels' The Butler,"Biography,Drama",Biography,['Drama'],mid,8,2013,30000000,116632095,60393403,177025498,147025498,83.05,Lee Daniels,1959.0,
The Paperboy,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,10,2012,12500000,677200,3350463,4027663,-8472337,-210.35,Lee Daniels,1959.0,
Joyful Noise,"Comedy,Drama,Music",Comedy,"['Drama', 'Music']",mid,1,2012,27500000,30932113,225801,31157914,3657914,11.74,Todd Graff,1959.0,
The Beaver,Drama,Drama,[],mid,5,2011,21000000,970816,4075222,5046038,-15953962,-316.17,Jodie Foster,1962.0,
Money Monster,"Crime,Drama,Thriller",Crime,"['Drama', 'Thriller']",mid,5,2016,27000000,41012075,52454020,93466095,66466095,71.11,Jodie Foster,1962.0,
Amigo,"Drama,War",Drama,['War'],low,8,2011,1500000,184705,0,184705,-1315295,-712.11,John Sayles,1950.0,
Season of the Witch,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",mid,1,2011,40000000,24827228,66299372,91126600,51126600,56.11,Dominic Sena,1949.0,
There Be Dragons,"Biography,Drama,War",Biography,"['Drama', 'War']",mid,5,2011,36000000,1069334,2951656,4020990,-31979010,-795.3,Roland Joffé,1945.0,
Grace of Monaco,"Biography,Drama,Romance",Biography,"['Drama', 'Romance']",mid,12,2015,30000000,0,25199891,25199891,-4800109,-19.05,Olivier Dahan,1967.0,
London Fields,"Crime,Mystery,Thriller",Crime,"['Mystery', 'Thriller']",mid,10,2018,8000000,252676,181056,433732,-7566268,-1744.46,Mathew Cullen,,
Downsizing,"Drama,Sci-Fi",Drama,['Sci-Fi'],high,12,2017,68000000,24449754,30013217,54462971,-13537029,-24.86,Alexander Payne,1961.0,
Nebraska,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",mid,11,2013,12000000,17654912,7106448,24761360,12761360,51.54,Alexander Payne,1961.0,
Letters to God,"Drama,Family",Drama,['Family'],low,4,2010,3000000,2848587,388865,3237452,237452,7.33,Patrick Doughtie,1965.0,
Paranormal Activity 2,Horror,Horror,[],low,10,2010,3000000,84752907,92759125,177512032,174512032,98.31,Tod Williams,1968.0,
The Other Woman,"Comedy,Romance",Comedy,['Romance'],mid,4,2014,40000000,83911193,111200000,195111193,155111193,79.5,Nick Cassavetes,1959.0,
The Switch,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,8,2010,19000000,27758465,22100000,49858465,30858465,61.89,Will Speck,,
Office Christmas Party,Comedy,Comedy,[],mid,12,2016,45000000,54767494,36555805,91323299,46323299,50.72,Will Speck,,
Jobs,"Biography,Drama",Biography,['Drama'],mid,8,2013,18000000,16131410,27271105,43402515,25402515,58.53,Joshua Michael Stern,,
Warcraft,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,6,2016,160000000,47225655,378296626,425522281,265522281,62.4,Duncan Jones,1971.0,
Source Code,"Action,Drama,Sci-Fi",Action,"['Drama', 'Sci-Fi']",mid,4,2011,32000000,54712227,85716272,140428499,108428499,77.21,Duncan Jones,1971.0,
Pride and Prejudice and Zombies,"Action,Comedy,Horror",Action,"['Comedy', 'Horror']",mid,2,2016,28000000,10907291,5731009,16638300,-11361700,-68.29,Burr Steers,1965.0,
Charlie St. Cloud,"Drama,Fantasy,Romance",Drama,"['Fantasy', 'Romance']",mid,7,2010,44000000,31206263,17271821,48478084,4478084,9.24,Burr Steers,1965.0,
8: The Mormon Proposition,Documentary,Documentary,[],low,6,2010,2500000,100280,0,100280,-2399720,-2393.02,Steven Greenstreet,1979.0,
The Frozen Ground,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,8,2013,19200000,0,5617460,5617460,-13582540,-241.79,Scott Walker,1971.0,
Passengers,"Drama,Romance,Sci-Fi",Drama,"['Romance', 'Sci-Fi']",high,12,2016,110000000,100014699,202224973,302239672,192239672,63.61,Morten Tyldum,1967.0,
The Imitation Game,"Biography,Drama,Thriller",Biography,"['Drama', 'Thriller']",mid,11,2014,15000000,91125143,136615320,227740463,212740463,93.41,Morten Tyldum,1967.0,
Grace Unplugged,"Drama,Music",Drama,['Music'],low,10,2013,1700000,2507159,0,2507159,807159,32.19,Brad J. Silverman,,
Green Lantern,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2011,200000000,116601172,102934320,219535492,19535492,8.9,Martin Campbell,1943.0,
Edge of Darkness,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",high,1,2010,60000000,43313890,39498566,82812456,22812456,27.55,Martin Campbell,1943.0,
Arthur Christmas,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2011,85000000,46462469,103254655,149717124,64717124,43.23,Barry Cook,1958.0,
Casa de mi Padre,"Comedy,Western",Comedy,['Western'],mid,3,2012,6000000,5909483,2537469,8446952,2446952,28.97,Matt Piedmont,,
The Lost Medallion: The Adventures of Billy Stone,"Adventure,Family,Fantasy",Adventure,"['Family', 'Fantasy']",low,3,2013,2500000,549632,0,549632,-1950368,-354.85,Bill Muir,,
Beautiful Creatures,"Drama,Fantasy,Romance",Drama,"['Fantasy', 'Romance']",high,2,2013,50000000,19452138,40830738,60282876,10282876,17.06,Richard LaGravenese,1959.0,
The Last Five Years,"Comedy,Drama,Musical",Comedy,"['Drama', 'Musical']",low,2,2015,2000000,147299,57999,205298,-1794702,-874.19,Richard LaGravenese,1959.0,
Red Tails,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,1,2012,58000000,49876377,489121,50365498,-7634502,-15.16,Anthony Hemingway,,
Something Borrowed,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",mid,5,2011,35000000,39046489,26037627,65084116,30084116,46.22,Luke Greenfield,1972.0,
21 Jump Street,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,3,2012,42000000,138447667,64364762,202812429,160812429,79.29,Christopher Miller,1975.0,
The Lego Movie,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,2,2014,60000000,257784718,199944670,457729388,397729388,86.89,Christopher Miller,1975.0,
22 Jump Street,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",high,6,2014,50000000,191719337,139614539,331333876,281333876,84.91,Christopher Miller,1975.0,
Don't Be Afraid of the Dark,"Fantasy,Horror,Thriller",Fantasy,"['Horror', 'Thriller']",mid,8,2011,25000000,24046682,15079745,39126427,14126427,36.1,Troy Nixey,,
Baywatch,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",high,5,2017,60000000,58060186,117803597,175863783,115863783,65.88,Seth Gordon,,
Horrible Bosses,"Comedy,Crime",Comedy,['Crime'],mid,7,2011,35000000,117538559,94879042,212417601,177417601,83.52,Seth Gordon,,
Identity Thief,"Adventure,Comedy,Crime",Adventure,"['Comedy', 'Crime']",mid,2,2013,35000000,134506920,40854658,175361578,140361578,80.04,Seth Gordon,,
Love Ranch,"Biography,Comedy,Drama",Biography,"['Comedy', 'Drama']",mid,6,2010,25000000,137885,8264,146149,-24853851,-17005.83,Taylor Hackford,1944.0,
Parker,"Action,Crime,Thriller",Action,"['Crime', 'Thriller']",mid,1,2013,35000000,17616641,30926747,48543388,13543388,27.9,Taylor Hackford,1944.0,
The Comedian,Comedy,Comedy,[],mid,2,2017,15000000,1658706,0,1658706,-13341294,-804.32,Taylor Hackford,1944.0,
Sherlock Gnomes,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,3,2018,59000000,43242871,44284780,87527651,28527651,32.59,John Stevenson,,
Tulip Fever,"Drama,History,Romance",Drama,"['History', 'Romance']",mid,9,2017,25000000,2455635,4337133,6792768,-18207232,-268.04,Justin Chadwick,1968.0,
Mandela: Long Walk to Freedom,"Biography,Drama,History",Biography,"['Drama', 'History']",mid,11,2013,35000000,8323085,21567317,29890402,-5109598,-17.09,Justin Chadwick,1968.0,
47 Ronin,"Action,Adventure,Drama",Action,"['Adventure', 'Drama']",high,12,2013,175000000,38362475,113354340,151716815,-23283185,-15.35,Carl Rinsch,,
Hobo with a Shotgun,"Action,Comedy,Horror",Action,"['Comedy', 'Horror']",low,5,2011,3000000,703372,131581,834953,-2165047,-259.3,Jason Eisener,,
The Edge of Seventeen,"Comedy,Drama",Comedy,['Drama'],mid,11,2016,9000000,14431633,4664370,19096003,10096003,52.87,Kelly Fremon Craig,,
Home Run,"Drama,Sport",Drama,['Sport'],low,4,2013,1200000,2859955,0,2859955,1659955,58.04,David Boyd,,
If I Stay,"Drama,Fantasy,Music",Drama,"['Fantasy', 'Music']",mid,8,2014,11000000,50474843,27881327,78356170,67356170,85.96,R.J. Cutler,1962.0,
The Ides of March,"Drama,Thriller",Drama,['Thriller'],mid,10,2011,23000000,40962534,36773391,77735925,54735925,70.41,George Clooney,1961.0,
The Monuments Men,"Comedy,Drama,History",Comedy,"['Drama', 'History']",high,2,2014,70000000,78031620,80671128,158702748,88702748,55.89,George Clooney,1961.0,
Jupiter Ascending,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,2,2015,179000000,47482519,134500000,181982519,2982519,1.64,Lilly Wachowski,1967.0,
The Greatest Showman,"Biography,Drama,Musical",Biography,"['Drama', 'Musical']",high,12,2017,84000000,174340174,212325376,386665550,302665550,78.28,Michael Gracey,,
Griff the Invisible,"Comedy,Drama,Romance",Comedy,"['Drama', 'Romance']",low,8,2011,2900000,20778,5157,25935,-2874065,-11081.8,Leon Ford,,
The Vatican Tapes,"Horror,Thriller",Horror,['Thriller'],mid,7,2015,13000000,1784763,13144421,14929184,1929184,12.92,Mark Neveldine,1973.0,
Secret in Their Eyes,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",mid,11,2015,20000000,20180155,12427864,32608019,12608019,38.67,Billy Ray,,
Her,"Drama,Romance,Sci-Fi",Drama,"['Romance', 'Sci-Fi']",mid,1,2014,23000000,25568251,22595564,48163815,25163815,52.25,Spike Jonze,1969.0,
Secretariat,"Biography,Drama,Family",Biography,"['Drama', 'Family']",mid,10,2010,35000000,59699513,676734,60376247,25376247,42.03,Randall Wallace,1949.0,
People Like Us,"Comedy,Drama",Comedy,['Drama'],mid,6,2012,16000000,12431792,185680,12617472,-3382528,-26.81,Alex Kurtzman,1973.0,
The Mummy,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,6,2017,195000000,80101125,329852780,409953905,214953905,52.43,Alex Kurtzman,1973.0,
Puss in Boots,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,10,2011,130000000,149260504,405726973,554987477,424987477,76.58,Chris Miller,1968.0,
A Thousand Words,"Comedy,Drama",Comedy,['Drama'],mid,3,2012,40000000,18450127,2340359,20790486,-19209514,-92.4,Brian Robbins,1963.0,
The Last Exorcism,"Drama,Horror,Thriller",Drama,"['Horror', 'Thriller']",low,8,2010,1800000,41034350,29131550,70165900,68365900,97.43,Daniel Stamm,1976.0,
13 Sins,"Horror,Thriller",Horror,['Thriller'],low,4,2014,4000000,9134,38418,47552,-3952448,-8311.84,Daniel Stamm,1976.0,
Freaks of Nature,"Comedy,Horror,Sci-Fi",Comedy,"['Horror', 'Sci-Fi']",mid,10,2015,33000000,70958,0,70958,-32929042,-46406.38,Robbie Pickering,,
Venom,"Action,Sci-Fi,Thriller",Action,"['Sci-Fi', 'Thriller']",high,10,2018,116000000,213511408,640117197,853628605,737628605,86.41,Ruben Fleischer,1974.0,
Gangster Squad,"Action,Crime,Drama",Action,"['Crime', 'Drama']",high,1,2013,60000000,46000903,58100000,104100903,44100903,42.36,Ruben Fleischer,1974.0,
30 Minutes or Less,"Action,Comedy,Crime",Action,"['Comedy', 'Crime']",mid,8,2011,28000000,37053924,3912792,40966716,12966716,31.65,Ruben Fleischer,1974.0,
Ramona and Beezus,"Adventure,Comedy,Family",Adventure,"['Comedy', 'Family']",mid,7,2010,15000000,26167002,1302619,27469621,12469621,45.39,Elizabeth Allen Rosenbaum,,
The Incredible Burt Wonderstone,"Adventure,Comedy,Fantasy",Adventure,"['Comedy', 'Fantasy']",mid,3,2013,32000000,22537881,4854728,27392609,-4607391,-16.82,Don Scardino,1949.0,
Dallas Buyers Club,"Biography,Drama",Biography,['Drama'],mid,11,2013,5000000,27298285,33313560,60611845,55611845,91.75,Jean-Marc Vallée,1963.0,
Max Steel,"Action,Adventure,Family",Action,"['Adventure', 'Family']",mid,10,2016,10000000,3818664,744416,4563080,-5436920,-119.15,Stewart Hendler,1978.0,
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy",Action,"['Adventure', 'Comedy']",high,8,2014,125000000,191204754,293800000,485004754,360004754,74.23,Jonathan Liebesman,1976.0,
Wrath of the Titans,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,3,2012,150000000,83670083,221600000,305270083,155270083,50.86,Jonathan Liebesman,1976.0,
Divergent,"Action,Adventure,Mystery",Action,"['Adventure', 'Mystery']",high,3,2014,85000000,150947895,125067070,276014965,191014965,69.2,Neil Burger,1963.0,
The Upside,"Comedy,Drama",Comedy,['Drama'],mid,1,2019,37500000,108235497,10789039,119024536,81524536,68.49,Neil Burger,1963.0,
Along the Roadside,"Comedy,Music,Romance",Comedy,"['Music', 'Romance']",low,3,2015,250000,0,3234,3234,-246766,-7630.36,Zoran Lisinac,,
Eat Pray Love,"Drama,Romance",Drama,['Romance'],high,8,2010,60000000,80574010,126024779,206598789,146598789,70.96,Ryan Murphy,1965.0,
Letters to Juliet,"Adventure,Comedy,Drama",Adventure,"['Comedy', 'Drama']",mid,5,2010,30000000,53032453,29116085,82148538,52148538,63.48,Gary Winick,1961.0,2011.0
A Little Bit of Heaven,"Comedy,Drama,Fantasy",Comedy,"['Drama', 'Fantasy']",mid,5,2012,12500000,10011,1090276,1100287,-11399713,-1036.07,Nicole Kassell,,
The Crazies,"Horror,Thriller",Horror,['Thriller'],mid,2,2010,19000000,39123589,17321945,56445534,37445534,66.34,Breck Eisner,1970.0,
The Last Witch Hunter,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,10,2015,80000000,27367660,103451252,130818912,50818912,38.85,Breck Eisner,1970.0,
The Last Days on Mars,"Adventure,Horror,Sci-Fi",Adventure,"['Horror', 'Sci-Fi']",mid,12,2013,10600000,24084,237280,261364,-10338636,-3955.65,Ruairi Robinson,1978.0,
50 to 1,Drama,Drama,[],mid,3,2014,10000000,1069454,0,1069454,-8930546,-835.06,Jim Wilson,,
The Good Dinosaur,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2015,187500000,123087120,210683917,333771037,146271037,43.82,Peter Sohn,1977.0,
Palo Alto,Drama,Drama,[],low,5,2014,1000000,767732,388577,1156309,156309,13.52,Gia Coppola,1987.0,
The Social Network,"Biography,Drama",Biography,['Drama'],mid,10,2010,40000000,96962694,127959441,224922135,184922135,82.22,David Fincher,1962.0,
The Girl with the Dragon Tattoo,"Crime,Drama,Mystery",Crime,"['Drama', 'Mystery']",high,12,2011,90000000,102515793,136858177,239373970,149373970,62.4,David Fincher,1962.0,
Gone Girl,"Drama,Mystery,Thriller",Drama,"['Mystery', 'Thriller']",high,10,2014,61000000,167767189,200800000,368567189,307567189,83.45,David Fincher,1962.0,
Toy Story 3,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,6,2010,200000000,415004880,653874642,1068879522,868879522,81.29,Lee Unkrich,1967.0,
Coco,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2017,175000000,209726015,588282086,798008101,623008101,78.07,Lee Unkrich,1967.0,
The Peanuts Movie,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,11,2015,99000000,130178411,119913199,250091610,151091610,60.41,Steve Martino,1959.0,
Shrek Forever After,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,5,2010,165000000,238736787,517507886,756244673,591244673,78.18,Mike Mitchell,,
Alvin and the Chipmunks: Chipwrecked,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,12,2011,80000000,133107389,215981134,349088523,269088523,77.08,Mike Mitchell,,
The SpongeBob Movie: Sponge Out of Water,"Adventure,Animation,Comedy",Adventure,"['Animation', 'Comedy']",high,2,2015,74000000,162994032,148019149,311013181,237013181,76.21,Mike Mitchell,,
The Opposite Sex,Comedy,Comedy,[],low,1,2015,3300000,0,50206,50206,-3249794,-6472.92,Jonathan Silverman,1966.0,
Man of Steel,"Action,Adventure,Sci-Fi",Action,"['Adventure', 'Sci-Fi']",high,6,2013,225000000,291045518,376954000,667999518,442999518,66.32,Zack Snyder,1966.0,
Justice League,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,11,2017,300000000,229024295,426920914,655945209,355945209,54.26,Zack Snyder,1966.0,
Sucker Punch,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,3,2011,75000000,36392502,53365887,89758389,14758389,16.44,Zack Snyder,1966.0,
Legend of the Guardians: The Owls of Ga'Hoole,"Action,Adventure,Animation",Action,"['Adventure', 'Animation']",high,9,2010,100000000,55675313,84041404,139716717,39716717,28.43,Zack Snyder,1966.0,
Batman v Superman: Dawn of Justice,"Action,Adventure,Fantasy",Action,"['Adventure', 'Fantasy']",high,3,2016,250000000,330360194,537140087,867500281,617500281,71.18,Zack Snyder,1966.0,
My All-American,"Biography,Drama,Sport",Biography,"['Drama', 'Sport']",mid,11,2015,20000000,2246000,0,2246000,-17754000,-790.47,Angelo Pizzo,,
The Roommate,"Drama,Thriller",Drama,['Thriller'],mid,2,2011,16000000,37300107,15245600,52545707,36545707,69.55,Christian E. Christiansen,1972.0,
